[INFO] 2025-10-02 09:10:06,511 django.utils.autoreload Watching for file changes with StatReloader
[INFO] 2025-10-02 09:11:26,327 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:26,879 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:11:26,960 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:26,999 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:27,087 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:29,315 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:11:30,132 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:30,698 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:31,000 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:31,102 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:31,232 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:11:31,332 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:31,856 django.server "OPTIONS /dj-rest-auth/user/ HTTP/1.1" 200 0
[INFO] 2025-10-02 09:11:31,937 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:31,956 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:11:32,134 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:32,744 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:11:32,959 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:33,099 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:33,835 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:33,883 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:11:34,360 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:34,458 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:34,495 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:35,013 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:11:35,024 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:35,503 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:35,905 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:36,549 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:36,630 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:36,742 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:11:36,766 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:37,221 django.server "OPTIONS /dj-rest-auth/user/ HTTP/1.1" 200 0
[INFO] 2025-10-02 09:11:37,296 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:11:37,391 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:37,634 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:37,694 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:37,806 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:37,880 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:11:38,145 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:38,184 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:38,251 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:38,848 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:11:39,050 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:39,184 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:39,275 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:39,442 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:11:40,004 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:11:40,038 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:40,083 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:40,143 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:40,762 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:11:40,854 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:40,956 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:41,109 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:41,593 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:41,615 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:11:41,648 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:41,707 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:42,187 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:11:42,250 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:42,288 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:42,344 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:43,409 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:11:43,687 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:43,779 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:43,906 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:44,286 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:11:44,903 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:11:44,964 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:45,489 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:11:45,520 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:45,565 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:45,627 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:46,188 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:46,247 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:11:46,864 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:11:46,901 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:46,961 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:47,044 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:47,639 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:47,682 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:47,686 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:11:48,208 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:48,594 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:11:48,795 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:48,836 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:48,924 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:48,952 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:11:49,312 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:49,529 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:49,618 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:11:50,391 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:51,670 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:11:51,984 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:52,135 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:52,330 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:52,784 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:53,263 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:11:53,651 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:53,714 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:54,418 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:54,546 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:54,596 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:11:54,612 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:59,016 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:11:59,328 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:12:19,003 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:12:23,798 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:12:28,892 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:12:29,652 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:12:30,270 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:12:30,556 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:12:31,447 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:12:31,864 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:12:33,169 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:12:33,297 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:12:33,359 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:12:33,635 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:12:34,198 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:12:34,224 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:12:34,288 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:12:35,143 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:12:35,292 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:12:37,808 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:12:38,379 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:12:39,137 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:12:39,152 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:12:39,242 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:12:39,474 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:12:40,095 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:12:40,464 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:12:40,620 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:12:40,743 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:12:41,236 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:12:41,359 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:12:41,699 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:12:42,092 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:12:42,803 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:12:43,859 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:12:44,332 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:12:44,965 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:12:45,290 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:12:45,341 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:12:45,429 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:12:46,214 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:12:46,512 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:12:46,724 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:12:46,831 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:12:47,467 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:12:47,786 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:12:48,770 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:12:48,783 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:12:48,855 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:12:51,183 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:12:51,533 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:12:51,923 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:12:52,339 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:12:52,758 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:12:53,142 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:12:53,455 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:12:53,499 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:14:17,722 django.utils.autoreload Watching for file changes with StatReloader
[INFO] 2025-10-02 09:14:19,869 frontend_ops Front request by Anonymous | GET /dj-rest-auth/user/ | Data: {}
[INFO] 2025-10-02 09:14:19,914 frontend_ops Response status: 200
[INFO] 2025-10-02 09:14:19,922 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:14:20,364 django.server "OPTIONS /dj-rest-auth/user/ HTTP/1.1" 200 0
[INFO] 2025-10-02 09:14:20,401 frontend_ops Front request by Anonymous | GET /dj-rest-auth/user/ | Data: {}
[INFO] 2025-10-02 09:14:20,437 frontend_ops Response status: 200
[INFO] 2025-10-02 09:14:20,439 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:14:20,562 frontend_ops Front request by Anonymous | GET /dj-rest-auth/user/ | Data: {}
[INFO] 2025-10-02 09:14:20,667 frontend_ops Response status: 200
[INFO] 2025-10-02 09:14:20,669 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:14:20,769 frontend_ops Front request by Anonymous | GET /dj-rest-auth/user/ | Data: {}
[INFO] 2025-10-02 09:14:20,801 frontend_ops Response status: 200
[INFO] 2025-10-02 09:14:20,808 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:14:20,833 frontend_ops Front request by Anonymous | GET /dj-rest-auth/user/ | Data: {}
[INFO] 2025-10-02 09:14:20,907 frontend_ops Response status: 200
[INFO] 2025-10-02 09:14:20,908 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:14:20,958 frontend_ops Front request by Anonymous | GET /dj-rest-auth/user/ | Data: {}
[INFO] 2025-10-02 09:14:21,016 frontend_ops Front request by Anonymous | GET /dj-rest-auth/user/ | Data: {}
[INFO] 2025-10-02 09:14:21,053 frontend_ops Response status: 200
[INFO] 2025-10-02 09:14:21,057 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:14:21,107 frontend_ops Response status: 200
[INFO] 2025-10-02 09:14:21,120 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:14:21,339 frontend_ops Front request by Anonymous | GET /dj-rest-auth/user/ | Data: {}
[INFO] 2025-10-02 09:14:21,399 frontend_ops Response status: 200
[INFO] 2025-10-02 09:14:21,407 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:14:21,611 frontend_ops Front request by Anonymous | GET /dj-rest-auth/user/ | Data: {}
[INFO] 2025-10-02 09:14:21,630 frontend_ops Front request by Anonymous | GET /dj-rest-auth/user/ | Data: {}
[INFO] 2025-10-02 09:14:21,696 frontend_ops Response status: 200
[INFO] 2025-10-02 09:14:21,704 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:14:21,741 frontend_ops Response status: 200
[INFO] 2025-10-02 09:14:21,754 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:14:21,777 frontend_ops Front request by Anonymous | GET /dj-rest-auth/user/ | Data: {}
[INFO] 2025-10-02 09:14:21,822 frontend_ops Response status: 200
[INFO] 2025-10-02 09:14:21,823 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:14:21,924 frontend_ops Front request by Anonymous | GET /dj-rest-auth/user/ | Data: {}
[INFO] 2025-10-02 09:14:21,967 frontend_ops Response status: 200
[INFO] 2025-10-02 09:14:21,969 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:14:22,257 frontend_ops Front request by Anonymous | GET /dj-rest-auth/user/ | Data: {}
[INFO] 2025-10-02 09:14:22,347 frontend_ops Response status: 200
[INFO] 2025-10-02 09:14:22,354 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:14:22,373 frontend_ops Front request by Anonymous | GET /dj-rest-auth/user/ | Data: {}
[INFO] 2025-10-02 09:14:22,424 frontend_ops Front request by Anonymous | GET /dj-rest-auth/user/ | Data: {}
[INFO] 2025-10-02 09:14:22,494 frontend_ops Response status: 200
[INFO] 2025-10-02 09:14:22,512 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:14:22,511 frontend_ops Response status: 200
[INFO] 2025-10-02 09:14:22,520 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:14:22,606 frontend_ops Front request by Anonymous | GET /dj-rest-auth/user/ | Data: {}
[INFO] 2025-10-02 09:14:22,652 frontend_ops Response status: 200
[INFO] 2025-10-02 09:14:22,654 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:14:22,905 frontend_ops Front request by Anonymous | GET /dj-rest-auth/user/ | Data: {}
[INFO] 2025-10-02 09:14:23,020 frontend_ops Response status: 200
[INFO] 2025-10-02 09:14:23,021 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:14:23,031 frontend_ops Front request by Anonymous | GET /dj-rest-auth/user/ | Data: {}
[INFO] 2025-10-02 09:14:23,037 frontend_ops Front request by Anonymous | GET /dj-rest-auth/user/ | Data: {}
[INFO] 2025-10-02 09:14:23,090 frontend_ops Response status: 200
[INFO] 2025-10-02 09:14:23,093 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:14:23,132 frontend_ops Response status: 200
[INFO] 2025-10-02 09:14:23,140 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:14:23,156 frontend_ops Front request by Anonymous | GET /dj-rest-auth/user/ | Data: {}
[INFO] 2025-10-02 09:14:23,193 frontend_ops Response status: 200
[INFO] 2025-10-02 09:14:23,195 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:14:23,556 frontend_ops Front request by Anonymous | GET /dj-rest-auth/user/ | Data: {}
[INFO] 2025-10-02 09:14:23,641 frontend_ops Response status: 200
[INFO] 2025-10-02 09:14:23,648 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:14:23,712 frontend_ops Front request by Anonymous | GET /dj-rest-auth/user/ | Data: {}
[INFO] 2025-10-02 09:14:23,745 frontend_ops Response status: 200
[INFO] 2025-10-02 09:14:23,749 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:14:23,756 frontend_ops Front request by Anonymous | GET /dj-rest-auth/user/ | Data: {}
[INFO] 2025-10-02 09:14:23,800 frontend_ops Response status: 200
[INFO] 2025-10-02 09:14:23,801 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:14:24,901 frontend_ops Front request by Anonymous | GET /dj-rest-auth/user/ | Data: {}
[INFO] 2025-10-02 09:14:24,985 frontend_ops Response status: 200
[INFO] 2025-10-02 09:14:24,993 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:14:25,195 frontend_ops Front request by Anonymous | GET /dj-rest-auth/user/ | Data: {}
[INFO] 2025-10-02 09:14:25,339 frontend_ops Response status: 200
[INFO] 2025-10-02 09:14:25,357 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:14:25,447 frontend_ops Front request by Anonymous | GET /dj-rest-auth/user/ | Data: {}
[INFO] 2025-10-02 09:14:25,504 frontend_ops Response status: 200
[INFO] 2025-10-02 09:14:25,506 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:14:25,904 frontend_ops Front request by Anonymous | GET /dj-rest-auth/user/ | Data: {}
[INFO] 2025-10-02 09:14:25,944 frontend_ops Response status: 200
[INFO] 2025-10-02 09:14:25,946 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:14:26,113 frontend_ops Front request by Anonymous | GET /dj-rest-auth/user/ | Data: {}
[INFO] 2025-10-02 09:14:26,148 frontend_ops Response status: 200
[INFO] 2025-10-02 09:14:26,149 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:14:26,627 frontend_ops Front request by Anonymous | GET /dj-rest-auth/user/ | Data: {}
[INFO] 2025-10-02 09:14:26,657 frontend_ops Response status: 200
[INFO] 2025-10-02 09:14:26,658 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:14:26,681 frontend_ops Front request by Anonymous | GET /dj-rest-auth/user/ | Data: {}
[INFO] 2025-10-02 09:14:26,715 frontend_ops Response status: 200
[INFO] 2025-10-02 09:14:26,717 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:14:26,726 frontend_ops Front request by Anonymous | GET /dj-rest-auth/user/ | Data: {}
[INFO] 2025-10-02 09:14:26,761 frontend_ops Response status: 200
[INFO] 2025-10-02 09:14:26,763 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:14:26,808 frontend_ops Front request by Anonymous | GET /dj-rest-auth/user/ | Data: {}
[INFO] 2025-10-02 09:14:26,837 frontend_ops Response status: 200
[INFO] 2025-10-02 09:14:26,838 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:14:27,208 frontend_ops Front request by Anonymous | GET /dj-rest-auth/user/ | Data: {}
[INFO] 2025-10-02 09:14:27,293 frontend_ops Response status: 200
[INFO] 2025-10-02 09:14:27,294 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 94
[INFO] 2025-10-02 09:14:27,301 frontend_ops Front request by Anonymous | GET /dj-rest-auth/user/ | Data: {}
[INFO] 2025-10-02 09:14:27,429 frontend_ops Response status: 200
[INFO] 2025-10-02 09:14:27,430 django.server "GET /dj-rest-auth/user/ HTTP/1.1" 200 88
[INFO] 2025-10-02 09:14:27,441 frontend_ops Front request by Anonymous | GET /dj-rest-auth/user/ | Data: {}
[INFO] 2025-10-02 09:14:27,517 frontend_ops Response status: 200
